X,Y
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.03274392,0.0
0.0435204,0.0
0.04714696140749804,2.7457785271111206e-05
0.05056550673293887,0.00010511815626910049
0.0540861110405203,0.00023640378723865647
0.05760431350275694,0.00042098187333859785
0.0611193281298984,0.000658811178600985
0.06452723273682359,0.0009392919540827283
0.0680338325955472,0.0012793625912445221
0.07153487089817588,0.0016724890832074983
0.07492652282329045,0.0021074379240883234
0.07841406212989148,0.0026063970330068914
0.08189363628190953,0.003158104705387903
0.08536446791941477,0.003762437686080389
0.08872431451937532,0.0043979800529218805
0.09217607910379101,0.005103112566165695
0.09561676092672394,0.005860427710933775
0.0990455913170484,0.0066697562980029676
0.0990455913170484,0.0066697562980029676
0.1058655479761756,0.00843971884311307
0.10915496529500444,0.009373644417185044
0.11242986425525656,0.01035727040070547
0.11578889471372078,0.011419722746257768
0.11913144288914394,0.012532911557794964
0.1224567620341076,0.013696588141557824
0.1256674869147136,0.014872908258011923
0.1359519198683044,0.018729401984377315
0.14613710274613226,0.02255544594273871
0.15632228562396008,0.0263814899011001
0.16660671857755088,0.030237983627465492
0.17669710562635696,0.03402171332125795
0.18698153857994776,0.03787820704762335
0.18698153857994776,0.03787820704762335
0.20735635858234464,0.0455184304677812
0.21764079153593544,0.049374924194146595
0.22782597441376315,0.053200968152507744
0.2380111572915912,0.057027012110868885
0.24829559024518202,0.06088350583723428
0.2583859772939881,0.06466723553102674
0.2686704102475789,0.06852372925739213
0.2789548432011697,0.07238022298375753
0.28904523024997575,0.07616395267755
0.28904523024997575,0.07616395267755
0.3095125977473264,0.08385247910816246
0.3196977806251546,0.0876785230665241
0.32998221357874535,0.09153501679288949
0.32998221357874535,0.09153501679288949
0.35035703358114223,0.09917524021304733
0.3605422164589703,0.103001284171409
0.37072739933679844,0.1068273281297696
0.38101183229038926,0.110683821856135
0.3911022193391953,0.11446755154992747
0.3911022193391953,0.11446755154992747
0.4116710852463769,0.12218053900265825
0.42176147229518296,0.1259642686964507
0.4320459052487738,0.1298207624228161
0.4422310881266018,0.1336468063811767
0.4524162710044296,0.13747285033953732
0.4627007039580204,0.1413293440659027
0.4727910910068265,0.14511307375969518
0.48307552396041725,0.14896956748606055
